snomedctconceptid	medcodeid	term	term_main
95192000	157692010	Nodular lymphoma of lymph nodes of multiple sites	cancer
269476000	289717011	Nodular lymphoma of unspecified site	cancer
118608000	1815051000006115	Nodular sclerosis classical Hodgkin lymphoma	cancer
118601006	587201000006115	Non - Hodgkin's lymphoma	cancer
118601006	2168861000000117	Non-follicular lymphoma	cancer
118601006	2839871014	Non-Hodgkin lymphoma	cancer
109962001	1815451000006113	Nonfollicular lymphoma	cancer
363402007	1216486011	Oesophageal cancer	cancer
739301006	312137011	Osteoporosis in multiple myelomatosis	cancer
307576001	2164653019	Osteosarcoma	cancer
118599009	1815091000006114	Other classical Hodgkin lymphoma	cancer
363346000	289565010	Other malignant neoplasm NOS	cancer
277606000	289713010	Other malignant neoplasm of lymphoid and histiocytic tissue	cancer
372130007	403700013	Other malignant neoplasm of skin	cancer
118601006	1815491000006119	Other non-follicular lymphoma	cancer
188487008	289613017	Other specified reticulosarcoma or lymphosarcoma	cancer
308121000	1815231000006117	Other types of follicular lymphoma	cancer
308121000	289813015	Other types of follicular non-Hodgkin's lymphoma	cancer
187807003	247091000006118	Overlapping malign lesion of retroperitoneum and peritoneum	cancer
109267002	173816012	Overlapping malignant melanoma of skin	cancer
315241008	459732012	Pain from metastases	cancer
278065000	414849013	Pancoast's syndrome	cancer
134421000	216227011	Pathological fracture due to metastatic bone disease	cancer
95210003	201743012	Plasma cell leukaemia	cancer
415112005	451430017	Plasmacytoma NOS	cancer
415112005	225051000006119	Plasmacytoma NOS	cancer
167973009	219181000006119	Pleural fluid: malignant cells	cancer
77659000	1234144017	Polyneuropathy in malignant disease	cancer
109844006	342851019	Primary angiosarcoma of liver	cancer
187769009	288690014	Primary carcinoma of liver	cancer
95214007	157732017	Primary malignant neoplasm of liver	cancer
95214007	288692018	Primary malignant neoplasm of liver NOS	cancer
93880001	1773111000006111	Primary malignant neoplasm of lung	cancer
310504009	454091013	Primary malignant neoplasm of unknown site	cancer
275419009	411399019	Primary vulval cancer	cancer
254901000	379770011	Prostatic intraepithelial neoplasia	cancer
254901000	1805901000006116	Prostatic intraepithelial neoplasia	cancer
398768004	223181000000115	Queyrats's erythroplasia	cancer
254582000	379089019	Rectal carcinoma	cancer
363518003	177051000006111	Renal malignant neoplasm	cancer
373168002	1211679013	Reticulosarcoma	cancer
269476000	169581000006112	Reticulosarcoma - follicular or nodular	cancer
373168002	289590012	Reticulosarcoma NOS	cancer
95224004	157745018	Reticulosarcoma of intra-abdominal lymph nodes	cancer
188489006	289582012	Reticulosarcoma of lymph nodes of head, face and neck	cancer
95231000	157752016	Reticulosarcoma of spleen	cancer
373168002	289581017	Reticulosarcoma of unspecified site	cancer
188487008	289614011	Reticulosarcoma or lymphosarcoma NOS	cancer
255067005	380093012	Sarcoma of bone and connective tissue	cancer
446643000	1815251000006112	Sarcoma of dendritic cells	cancer
94408005	157481000006111	Secondary and unspec malig neop ant mediastinal lymph nodes	cancer
1090131000000106	157491000006114	Secondary and unspec malig neop anterior cervical LN	cancer
94398002	157501000006118	Secondary and unspec malig neop axilla and upper limb LN	cancer
94398002	157511000006115	Secondary and unspec malig neop axilla and upper limb LN NOS	cancer
94181007	157521000006111	Secondary and unspec malig neop axillary lymph nodes	cancer
94227002	157531000006114	Secondary and unspec malig neop bronchopulmonary lymph nodes	cancer
1090211000000106	157541000006116	Secondary and unspec malig neop circumflex iliac LN	cancer
1090191000000107	157551000006119	Secondary and unspec malig neop coeliac lymph nodes	cancer
94336001	157561000006117	Secondary and unspec malig neop common iliac lymph nodes	cancer
1090121000000109	157571000006112	Secondary and unspec malig neop deep cervical LN	cancer
1090201000000109	157581000006110	Secondary and unspec malig neop deep inguinal lymph nodes	cancer
94475009	157591000006113	Secondary and unspec malig neop deep parotid lymph nodes	cancer
1090161000000101	157601000006117	Secondary and unspec malig neop diaphragmatic lymph nodes	cancer
94336001	157611000006119	Secondary and unspec malig neop external iliac lymph nodes	cancer
94410007	157631000006113	Secondary and unspec malig neop inferior mesenteric LN	cancer
94642006	157641000006115	Secondary and unspec malig neop inferior tracheobronchial LN	cancer
94338000	157651000006118	Secondary and unspec malig neop infraclavicular lymph nodes	cancer
94395004	157661000006116	Secondary and unspec malig neop inguinal and lower limb LN	cancer
94344001	157671000006111	Secondary and unspec malig neop intercostal lymph nodes	cancer
1090221000000100	157681000006114	Secondary and unspec malig neop internal iliac lymph nodes	cancer
1090091000000108	157691000006112	Secondary and unspec malig neop internal mammary lymph nodes	cancer
94347008	157701000006112	Secondary and unspec malig neop intra-abdominal LN NOS	cancer
94347008	157711000006110	Secondary and unspec malig neop intra-abdominal lymph nodes	cancer
94350006	157721000006119	Secondary and unspec malig neop intrapelvic LN NOS	cancer
94350006	157731000006116	Secondary and unspec malig neop intrapelvic lymph nodes	cancer
94351005	157741000006114	Secondary and unspec malig neop intrathoracic LN NOS	cancer
94351005	157751000006111	Secondary and unspec malig neop intrathoracic lymph nodes	cancer
303194003	157761000006113	Secondary and unspec malig neop lymph nodes head/face/neck	cancer
303201005	157771000006118	Secondary and unspec malig neop lymph nodes multiple sites	cancer
94392001	157781000006115	Secondary and unspec malig neop lymph nodes NOS	cancer
94393006	157801000006116	Secondary and unspec malig neop of facial lymph nodes	cancer
94395004	157811000006118	Secondary and unspec malig neop of inguinal and leg LN NOS	cancer
94475009	157821000006114	Secondary and unspec malig neop of superficial parotid LN	cancer
1090081000000106	157831000006112	Secondary and unspec malig neop paratracheal lymph nodes	cancer
94477001	157841000006119	Secondary and unspec malig neop pectoral lymph nodes	cancer
94408005	157861000006115	Secondary and unspec malig neop post mediastinal lymph nodes	cancer
94227002	157871000006110	Secondary and unspec malig neop pulmonary lymph nodes	cancer
1090171000000108	157881000006113	Secondary and unspec malig neop sacral lymph nodes	cancer
94609005	157891000006111	Secondary and unspec malig neop submandibular lymph nodes	cancer
94611001	157901000006110	Secondary and unspec malig neop submental lymph nodes	cancer
94642006	157911000006113	Secondary and unspec malig neop superfic tracheobronchial LN	cancer
1090141000000102	157921000006117	Secondary and unspec malig neop superficial cervical LN	cancer
94612008	157931000006119	Secondary and unspec malig neop superficial inguinal LN	cancer
94410007	157941000006112	Secondary and unspec malig neop superficial mesenteric LN	cancer
1090101000000100	157951000006114	Secondary and unspec malig neop supratrochlear lymph nodes	cancer
1090151000000104	157961000006111	Secondary and unspec malignant neoplasm mastoid lymph nodes	cancer
94449005	157971000006116	Secondary and unspec malignant neoplasm occipital lymph node	cancer
94392001	406333010	Secondary and unspecified malignant neoplasm of lymph nodes	cancer
128462008	880691000006112	Secondary Ca - specified sites	cancer
94222008	880731000006116	Secondary Ca bone/bone marrow	cancer
188462001	880721000006119	Secondary Ca brain/spinal cord	cancer
269473008	880661000006116	Secondary Ca GIT	cancer
94360002	880701000006112	Secondary Ca kidney	cancer
94381002	880681000006114	Secondary Ca liver	cancer
94391008	880671000006111	Secondary Ca lung	cancer
94455000	880741000006114	Secondary Ca ovary	cancer
94579000	880711000006110	Secondary Ca skin	cancer
188469005	289554017	Secondary cancer of the cervix	cancer
94681006	511385013	Secondary cancer of the vulva	cancer
128462008	380206018	Secondary carcinoma of other specified sites	cancer
269473008	380193010	Secondary carcinoma of respiratory and/or digestive systems	cancer
94365007	151101000006116	Secondary malig neop of large intestine or rectum NOS	cancer
269473008	151111000006118	Secondary malig neop of respiratory and digestive systems	cancer
269473008	151121000006114	Secondary malig neop of respiratory or digestive system NOS	cancer
188445006	151131000006112	Secondary malig neop of retroperitoneum and peritoneum	cancer
188445006	151141000006119	Secondary malig neop of retroperitoneum or peritoneum NOS	cancer
94580002	151151000006117	Secondary malig neop of small intestine or duodenum NOS	cancer
94161006	155711012	Secondary malignant neoplasm of adrenal gland	cancer
94186002	155773015	Secondary malignant neoplasm of bladder	cancer
94222008	1235814012	Secondary malignant neoplasm of bone and bone marrow	cancer
94225005	155879014	Secondary malignant neoplasm of brain	cancer
188462001	289546019	Secondary malignant neoplasm of brain and spinal cord	cancer
188462001	289549014	Secondary malignant neoplasm of brain or spinal cord NOS	cancer
94297009	511250010	Secondary malignant neoplasm of breast	cancer
188469005	289553011	Secondary malignant neoplasm of cervix uteri	cancer
94260004	155967013	Secondary malignant neoplasm of colon	cancer
94275007	156007019	Secondary malignant neoplasm of duodenum	cancer
188471005	289557012	Secondary malignant neoplasm of epididymis and vas deferens	cancer
94335002	156169017	Secondary malignant neoplasm of ileum	cancer
94357009	156231017	Secondary malignant neoplasm of jejunum	cancer
94360002	156237018	Secondary malignant neoplasm of kidney	cancer
94365007	151321000006111	Secondary malignant neoplasm of large intestine and rectum	cancer
94381002	156291015	Secondary malignant neoplasm of liver	cancer
94381002	151331000006114	Secondary malignant neoplasm of liver	cancer
94391008	156319016	Secondary malignant neoplasm of lung	cancer
94409002	156375015	Secondary malignant neoplasm of mediastinum	cancer
94313005	289530010	Secondary malignant neoplasm of other digestive organ	cancer
94442001	289550014	Secondary malignant neoplasm of other part of nervous system	cancer
94515004	289515018	Secondary malignant neoplasm of other respiratory organs	cancer
128462008	289559010	Secondary malignant neoplasm of other specified site NOS	cancer
128462008	151401000006110	Secondary malignant neoplasm of other specified site NOS	cancer
128462008	151421000006117	Secondary malignant neoplasm of other specified sites	cancer
128462008	406266011	Secondary malignant neoplasm of other specified sites	cancer
94663008	289536016	Secondary malignant neoplasm of other urinary organ NOS	cancer
94663008	289535017	Secondary malignant neoplasm of other urinary organs	cancer
94455000	156493015	Secondary malignant neoplasm of ovary	cancer
94481001	156557015	Secondary malignant neoplasm of penis	cancer
94627008	1235875018	Secondary malignant neoplasm of peritoneum	cancer
94493005	156585018	Secondary malignant neoplasm of pleura	cancer
94503003	156607018	Secondary malignant neoplasm of prostate	cancer
94513006	156627017	Secondary malignant neoplasm of rectum	cancer
94628003	1215809015	Secondary malignant neoplasm of retroperitoneum	cancer
94579000	156777013	Secondary malignant neoplasm of skin	cancer
94579000	289545015	Secondary malignant neoplasm of skin NOS	cancer
94544002	156699010	Secondary malignant neoplasm of skin of breast	cancer
94554003	156719018	Secondary malignant neoplasm of skin of face	cancer
188454009	289538015	Secondary malignant neoplasm of skin of head	cancer
188459004	289543010	Secondary malignant neoplasm of skin of hip and leg	cancer
94566009	156747019	Secondary malignant neoplasm of skin of neck	cancer
188458007	289542017	Secondary malignant neoplasm of skin of shoulder and arm	cancer
94575006	156765015	Secondary malignant neoplasm of skin of trunk	cancer
94580002	151621000006119	Secondary malignant neoplasm of small intestine and duodenum	cancer
94600009	156825010	Secondary malignant neoplasm of spinal cord	cancer
94623007	156883018	Secondary malignant neoplasm of testis	cancer
94638008	156919012	Secondary malignant neoplasm of tongue	cancer
274088005	409845013	Secondary malignant neoplasm of unknown site	cancer
94659001	156973018	Secondary malignant neoplasm of ureter	cancer
94661005	156977017	Secondary malignant neoplasm of urethra	cancer
94665001	156989015	Secondary malignant neoplasm of uterus	cancer
94668004	156997010	Secondary malignant neoplasm of vagina	cancer
94681006	157025019	Secondary malignant neoplasm of vulva	cancer
303194003	152611000006116	Secondary unspec malig neop lymph nodes head/face/neck NOS	cancer
313429000	457319014	Seminoma of descended testis	cancer
255107005	380180017	Seminoma of testis	cancer
313428008	457318018	Seminoma of undescended testis	cancer
342571000000109	638841000000113	Siewert type I adenocarcinoma	cancer
342511000000104	638721000000113	Siewert type II adenocarcinoma	cancer
342561000000102	638821000000118	Siewert type III adenocarcinoma	cancer
415112005	139571000006117	Solitary myeloma	cancer
415112005	18484012	Solitary plasmacytoma	cancer
1014611000000103	1488663010	Squamous cell carcinoma antigen level	cancer
363375006	879691000006112	Tongue carcinoma	cancer
109988003	344806015	True histiocytic lymphoma	cancer
129000002	2168481000000111	Unifocal Langerhans-cell histiocytosis	cancer
118600007	81401000006110	Unspec malig neop lymphoid/histiocytic intra-abdominal nodes	cancer
118600007	81411000006113	Unspec malig neop lymphoid/histiocytic lymph node axilla/arm	cancer
118600007	81421000006117	Unspec malig neop lymphoid/histiocytic lymph node head/neck	cancer
118600007	81431000006119	Unspec malig neop lymphoid/histiocytic nodes inguinal/leg	cancer
118600007	81441000006112	Unspec malig neop lymphoid/histiocytic of intrapelvic nodes	cancer
118600007	81451000006114	Unspec malig neop lymphoid/histiocytic of intrathoracic node	cancer
118600007	81461000006111	Unspec malig neop lymphoid/histiocytic of multiple sites	cancer
118600007	81471000006116	Unspec malig neop lymphoid/histiocytic of spleen	cancer
118600007	81481000006118	Unspec malig neop lymphoid/histiocytic of unspecified site	cancer
276871002	413202011	Vaginal intraepithelial neoplasia grade 1	cancer
276872009	413205013	Vaginal intraepithelial neoplasia grade 2	cancer
92791005	1770471000006116	Vaginal intraepithelial neoplasia grade 3	cancer
399933001	510113012	Vulval intraepithelial neoplasia	cancer
276873004	413210012	Vulval intraepithelial neoplasia grade 1	cancer
276874005	413211011	Vulval intraepithelial neoplasia grade 2	cancer
276875006	413216018	Vulval intraepithelial neoplasia grade 3	cancer
190818004	2168841000000118	Waldenstrom macroglobulinaemia	cancer
190818004	293380012	Waldenstrom's macroglobulinaemia	cancer
236385009	1847541000006113	Wilms' tumour + nephrotic syndrome + pseudohermaphroditism	cancer
168516003	261676014	X-ray metastasis control	cancer
13213009	407821000006118	[X]Other cong malformatn of cardiac chambers & connections	congenital heart disease
13213009	315680013	[X]Other congenital malformations of cardiac septa	congenital heart disease
13213009	315686019	[X]Other specified congenital malformations of the heart	congenital heart disease
13213009	313444015	Acyanotic congenital heart disease NOS	congenital heart disease
13213009	313448017	Congenital heart anomaly NOS	congenital heart disease
13213009	582721000006116	Congenital heart anomaly NOS	congenital heart disease
13213009	22613011	Congenital heart disease	congenital heart disease
237227006	355549012	Congenital heart disease in pregnancy	congenital heart disease
13213009	377170014	Congenital insufficiency of heart valve NEC	congenital heart disease
12770006	400805012	Cyanotic congenital heart disease NOS	congenital heart disease
13213009	313344016	Other congenital heart anomalies	congenital heart disease
